Code	Clade	Order	Family	Species	Tissue Type	Include
URDJ	Basalmost angiosperms	Amborellales	Amborellaceae	Amborella trichopoda	leaves	F
WTKZ	Basalmost angiosperms	Nymphaeales	Nymphaeaceae	Nuphar advena	young leaves	F
PZRT	Basalmost angiosperms	Nymphaeales	Nymphaeaceae	Nymphaea sp.	young leaves	F
ROAP	Basalmost angiosperms	Austrobaileyales	Schisandraceae (incl. Illiciac.)	Illicium parviflorum	leaves	F
VZCI	Basalmost angiosperms	Austrobaileyales	Schisandraceae (incl. Illiciac.)	Illicium floridanum	young leaves	F
NWMY	Basalmost angiosperms	Austrobaileyales	Schisandraceae (incl. Illiciac.)	Kadsura heteroclita	leaves	F
FZJL	Basalmost angiosperms	Austrobaileyales	Austrobaileyaceae	Austrobaileya scandens	young shoot	F
NPND	Basalmost angiosperms	Ceratophyllales	Ceratophyllaceae	Ceratophyllum demersum	leaves	F
DDEV	Magnoliids	Canellales	Canellaceae	Canella winterana	young leaves	F
IFCJ	Magnoliids	Canellales	Canellaceae	Canella winterana	young leaves	F
WKSU	Magnoliids	Canellales	Winteraceae	Drimys winteri	leaves	F
WAIL	Magnoliids	Laurales	Atherospermataceae	Laurelia sempervirens		F
FALI	Magnoliids	Laurales	Calycanthaceae	Calycanthus floridus	leaves	F
WPHN	Magnoliids	Laurales	Calycanthaceae	Idiospermum australiense	young shoot	F
MAQO	Magnoliids	Laurales	Gomortegaceae	Gomortega keule		F
BSVG	Magnoliids	Laurales	Hernandiaceae	Gyrocarpus americanus	young leaves	F
BCGB	Magnoliids	Laurales	Lauraceae	Cinnamomum camphora	leaves	F
ABSS	Magnoliids	Laurales	Lauraceae	Sassafras albidum	young leaves	F
KAYP	Magnoliids	Laurales	Lauraceae	Lindera benzoin	young leaves	F
VYLQ	Magnoliids	Laurales	Lauraceae	Cassytha filiformis		F
WIGA	Magnoliids	Laurales	Lauraceae	Persea borbonia	young leaves and shoots	F
KRJP	Magnoliids	Laurales	Monimiaceae	Peumus boldus	leaves	F
YZRI	Magnoliids	Magnoliales	Annonaceae	Annona muricata	leaves	F
PSJT	Magnoliids	Magnoliales	Annonaceae	Uvaria microcarpa	young leaves	F
DHPO	Magnoliids	Magnoliales	Eupomatiaceae	Eupomatia bennettii	leaves	F
XQWC	Magnoliids	Magnoliales	Magnoliaceae	Michelia maudiae	young leaves	F
WBOD	Magnoliids	Magnoliales	Magnoliaceae	Magnolia grandiflora	leaves	F
OBPL	Magnoliids	Magnoliales	Myristicaceae	Myristica fragrans	leaves	F
PAWA	Magnoliids	Piperales	Aristolochiaceae	Aristolochia elegans	leaves	F
QDVW	Magnoliids	Piperales	Aristolochiaceae	Saruma henryi	leaves	F
MUNP	Magnoliids	Piperales	Piperaceae	Piper auritum	leaves	F
XSZI	Magnoliids	Piperales	Piperaceae	Peperomia fraseri	"flowers, stem, leaves"	F
OPDF	Magnoliids	Piperales	Saururaceae	Saururus cernuus	leaves	F
CSSK	Magnoliids	Piperales	Saururaceae	Houttuynia cordata	leaves	F
WPYJ	Magnoliids	Violales	Frankeniaceae	Frankenia laevis		F
OSHQ	Chloranthales	Chloranthales	Chloranthaceae	Sarcandra glabra	leaves	F
WZFE	Chloranthales	Chloranthales	Chloranthaceae	Ascarina rubricaulis		F
IWMW	Basal Eudicots	Buxales	Buxaceae	Buxus sempervirens	green branch with attached leaves	F
AALA	Basal Eudicots	Sabiales	Sabiaceae	Meliosma cuneifolia	leaves	F
SWOH	Basal Eudicots	Trochodendrales	Trochodendraceae	Trochodendron aralioides	young leaves and flowers	F
FAKD	Basal Eudicots	Proteales	Nelumbonaceae	Nelumbo sp.	leaves	F
GRRW	Basal Eudicots	Proteales	Proteaceae	Grevillea robusta	leaves	F
REOF	Basal Eudicots	Proteales	Proteaceae	Hakea prostrata	young roots	F
OBOJ	Basal Eudicots	Proteales	Proteaceae	Hakea prostrata	young leaves	F
SIIK	Basal Eudicots	Proteales	Proteaceae	Hakea drupacea	young shoot	F
VQFW	Basal Eudicots	Proteales	Platanaceae	Platanus occidentalis	leaves	F
WFBF	Basal Eudicots	Ranunculales	Berberidaceae	Podophyllum peltatum	leaves and root	F
YHFG	Basal Eudicots	Ranunculales	Berberidaceae	Nandina domestica	young leaves and flower buds	F
QTJY	Basal Eudicots	Ranunculales	Eupteleaceae	Euptelea pleiosperma	leaves	F
CCID	Basal Eudicots	Ranunculales	Lardizabalaceae	Akebia trifoliata	leaves	F
LVNW	Basal Eudicots	Ranunculales	Menispermaceae	Cocculus laurifolius	leaves	F
NMGG	Basal Eudicots	Ranunculales	Fumariaceae	Hypecoum procumbens		F
AUGV	Basal Eudicots	Ranunculales	Papaveraceae	Capnoides sempervirens		F
UDHA	Basal Eudicots	Ranunculales	Papaveraceae	Ceratocapnos vesicaria		F
XHKT	Basal Eudicots	Ranunculales	Papaveraceae	Sanguinaria canadensis	young shoot and flower buds	F
YDEH	Basal Eudicots	Ranunculales	Papaveraceae	Argemone mexicana	leaf	F
GOQJ	Basal Eudicots	Ranunculales	Papaveraceae	Argemone mexicana	stem	F
SMZF	Basal Eudicots	Ranunculales	Papaveraceae	Argemone mexicana	root	F
CCHG	Basal Eudicots	Ranunculales	Papaveraceae	Argemone mexicana	flower bud	F
BFMT	Basal Eudicots	Ranunculales	Papaveraceae	Argemone mexicana	developing fruit	F
UNPT	Basal Eudicots	Ranunculales	Papaveraceae	Eschscholzia californica	leaf	F
NJKC	Basal Eudicots	Ranunculales	Papaveraceae	Eschscholzia californica	stem	F
RKGT	Basal Eudicots	Ranunculales	Papaveraceae	Eschscholzia californica	root	F
TUHA	Basal Eudicots	Ranunculales	Papaveraceae	Eschscholzia californica	flower bud	F
ERXG	Basal Eudicots	Ranunculales	Papaveraceae	Eschscholzia californica	developing fruit	F
RRID	Basal Eudicots	Ranunculales	Papaveraceae	Papaver bracteatum	leaf	F
TMWO	Basal Eudicots	Ranunculales	Papaveraceae	Papaver bracteatum	bulb	F
ZSNV	Basal Eudicots	Ranunculales	Papaveraceae	Papaver bracteatum	root	F
ACYX	Basal Eudicots	Ranunculales	Papaveraceae	Papaver rhoeas	leaf	F
GMAM	Basal Eudicots	Ranunculales	Papaveraceae	Papaver rhoeas	stem	F
QZBA	Basal Eudicots	Ranunculales	Papaveraceae	Papaver rhoeas	root	F
IORZ	Basal Eudicots	Ranunculales	Papaveraceae	Papaver rhoeas	flower bud	F
MVTX	Basal Eudicots	Ranunculales	Papaveraceae	Papaver rhoeas	developing fruit	F
FNXH	Basal Eudicots	Ranunculales	Papaveraceae	Papaver setigerum	leaf	F
MLPX	Basal Eudicots	Ranunculales	Papaveraceae	Papaver setigerum	stem	F
JSVC	Basal Eudicots	Ranunculales	Papaveraceae	Papaver setigerum	root	F
STDO	Basal Eudicots	Ranunculales	Papaveraceae	Papaver setigerum	flower bud	F
EPRK	Basal Eudicots	Ranunculales	Papaveraceae	Papaver setigerum	developing fruit	F
BMRX	Basal Eudicots	Ranunculales	Papaveraceae	Papaver somniferum	leaf	F
SUFP	Basal Eudicots	Ranunculales	Papaveraceae	Papaver somniferum	stem	F
MIKW	Basal Eudicots	Ranunculales	Papaveraceae	Papaver somniferum	root	F
FPYZ	Basal Eudicots	Ranunculales	Papaveraceae	Papaver somniferum	flower bud	F
KKCW	Basal Eudicots	Ranunculales	Papaveraceae	Papaver somniferum	developing fruit	F
ZGQD	Basal Eudicots	Ranunculales	Papaveraceae	Corydalis linstowiana	leaves	F
XMVD	Basal Eudicots	Ranunculales	Papaveraceae	Chelidonium majus	leaf	F
VGHH	Basal Eudicots	Ranunculales	Ranunculaceae	Hydrastis canadensis	young shoots and flowers	F
CYVA	Basal Eudicots	Ranunculales	Ranunculaceae	Cimicifuga racemosa	root and shoot	F
ZUHO	Basal Eudicots	Ranunculales	Ranunculaceae	Anemone hupehensis	leaf	F
GBVZ	Basal Eudicots	Ranunculales	Ranunculaceae	Thalictrum thalictroides	floral buds	F
UPOG	Basal Eudicots	Ranunculales	Ranunculaceae	Anemone pulsatilla	leaf	F
XMQO	Basal Eudicots	Gunnerales	Gunneraceae	Gunnera manicata	young leaves	F
QUTB	Basal Eudicots	Berberidopsidales	Aextoxicaceae	Aextoxicon punctatum	leaves	F
HAEU	Basal Eudicots	Berberidopsidales	Berberidopsidaceae	Berberidopsis beckleri	leaves	F
EHNF	Basal Eudicots	Dilleniales	Dilleniaceae	Dillenia indica	leaves	F
OKEF	Basal Eudicots	Dilleniales	Dilleniaceae	Hibbertia grossulariifolia		F
BJKT	Core Eudicots	Caryophyllales	Aizoaceae	Delosperma echinatum	leaves and young flowers	F
GJNX	Core Eudicots	Caryophyllales	Aizoaceae	Cypselea humifusa	mature leaf	F
HZTS	Core Eudicots	Caryophyllales	Aizoaceae	Sesuvium portulacastrum	juvenile leaf	F
OPZX	Core Eudicots	Caryophyllales	Aizoaceae	Sesuvium verrucosum	mature leaf	F
ZJDK	Core Eudicots	Caryophyllales	Aizoaceae	Sesuvium verrucosum	juvenile leaf	F
QNIK	Core Eudicots	Caryophyllales	Aizoaceae	Trianthema portulacastrum	mature leaf	F
TNVE	Core Eudicots	Caryophyllales	Aizoaceae	Trianthema portulacastrum	juvenile leaf	F
BERS	Core Eudicots	Caryophyllales	Aizoaceae	Zaleya pentandra	mature leaf	F
VKOE	Core Eudicots	Caryophyllales	Amaranthaceae	Aerva lanata	mature leaf	F
EMIG	Core Eudicots	Caryophyllales	Amaranthaceae	Aerva lanata	juvenile leaf	F
MEAH	Core Eudicots	Caryophyllales	Amaranthaceae	Aerva persica	mature leaf	F
GBCQ	Core Eudicots	Caryophyllales	Amaranthaceae	Aerva persica	juvenile leaf	F
JBGU	Core Eudicots	Caryophyllales	Amaranthaceae	Amaranthus palmeri	leaves and stems	F
XSSD	Core Eudicots	Caryophyllales	Amaranthaceae	Amaranthus tricolor	"young leaves, stem, and flowers"	F
WMLW	Core Eudicots	Caryophyllales	Amaranthaceae	Amaranthus retroflexus	mature leaf	F
CUTE	Core Eudicots	Caryophyllales	Amaranthaceae	Blutaparon vermiculare	mature leaf	F
WGET	Core Eudicots	Caryophyllales	Amaranthaceae	Kochia scoparia	stem and leaves	F
BDIW	Core Eudicots	Caryophyllales	Chenopodiaceae	Atriplex hortensis	juvenile leaf	F
AKTA	Core Eudicots	Caryophyllales	Chenopodiaceae	Atriplex hortensis	mature leaf	F
EPVF	Core Eudicots	Caryophyllales	Chenopodiaceae	Atriplex prostrata	mature leaf	F
MUCT	Core Eudicots	Caryophyllales	Chenopodiaceae	Atriplex prostrata	juvenile leaf	F
PDXY	Core Eudicots	Caryophyllales	Chenopodiaceae	Atriplex rosea	mature leaf	F
LBZM	Core Eudicots	Caryophyllales	Chenopodiaceae	Atriplex rosea	juvenile leaf	F
SMMC	Core Eudicots	Caryophyllales	Amaranthaceae	Chenopodium quinoa	leaves and buds	F
KTQI	Core Eudicots	Caryophyllales	Amaranthaceae	Alternanthera brasiliana	mature leaf	F
ENCD	Core Eudicots	Caryophyllales	Amaranthaceae	Alternanthera brasiliana	juvenile leaf	F
WGUG	Core Eudicots	Caryophyllales	Amaranthaceae	Alternanthera caracasana	mature leaf	F
VUIT	Core Eudicots	Caryophyllales	Amaranthaceae	Alternanthera caracasana	juvenile leaf	F
LUNL	Core Eudicots	Caryophyllales	Amaranthaceae	Alternanthera sessilis	mature leaf	F
OYST	Core Eudicots	Caryophyllales	Amaranthaceae	Alternanthera sessilis	juvenile leaf	F
DEMH	Core Eudicots	Caryophyllales	Amaranthaceae	Alternanthera tenella	juvenile leaf	F
DBCE	Core Eudicots	Caryophyllales	Amaranthaceae	Alternanthera tenella	mature leaf	F
FVXD	Core Eudicots	Caryophyllales	Amaranthaceae	Beta maritima	leaves	F
HSXO	Core Eudicots	Caryophyllales	Ancistrocladaceae	Ancistrocladus tectorius	young leaves	F
CTYH	Core Eudicots	Caryophyllales	Basellaceae	Basella alba	leaves	F
JLOV	Core Eudicots	Caryophyllales	Cactaceae	Pereskia aculeata	young leaves	F
CPKP	Core Eudicots	Caryophyllales	Cactaceae	Lophophora williamsii	whole plant (no flower)	F
QAIR	Core Eudicots	Caryophyllales	Cactaceae	Opuntia polyacantha	paddle	F
SKNL	Core Eudicots	Caryophyllales	Caryophyllaceae	Saponaria officinalis	"flower, fruit, stem, leaves"	F
RXEN	Core Eudicots	Caryophyllales	Caryophyllaceae	Polycarpaea repens	green leaves and shoots	F
TJES	Core Eudicots	Caryophyllales	Caryophyllaceae	Spergularia media	leaves	F
OLES	Core Eudicots	Caryophyllales	Caryophyllaceae	Schiedea membranacea		F
SHEZ	Core Eudicots	Caryophyllales	Caryophyllaceae	Dianthus caryophyllus	leaves and young flowers	F
FZQN	Core Eudicots	Caryophyllales	Caryophyllaceae	Silene latifolia	"flowers, leaves, stem"	F
RNBN	Core Eudicots	Caryophyllales	Molluginaceae	Mollugo cerviana	mature leaf	F
CUVY	Core Eudicots	Caryophyllales	Molluginaceae	Mollugo nudicaulis	juvenile leaf	F
UNSW	Core Eudicots	Caryophyllales	Molluginaceae	Mollugo nudicaulis	mature leaf	F
HURS	Core Eudicots	Caryophyllales	Molluginaceae	Mollugo pentaphylla	mature leaf	F
BZMI	Core Eudicots	Caryophyllales	Molluginaceae	Mollugo spp.	juvenile leaf	F
QASA	Core Eudicots	Caryophyllales	Molluginaceae	Mollugo verticillata	juvenile leaf	F
OFWX	Core Eudicots	Caryophyllales	Molluginaceae	Mollugo verticillata	mature leaf	F
WQUF	Core Eudicots	Caryophyllales	Nepenthaceae	Nepenthes alata	lower leaf	F
JAFJ	Core Eudicots	Caryophyllales	Nyctaginaceae	Bougainvillea spectabilis	leaves	F
DVXD	Core Eudicots	Caryophyllales	Nyctaginaceae	Allionia incarnata	juvenile leaf	F
EGOS	Core Eudicots	Caryophyllales	Nyctaginaceae	Allionia incarnata	juvenile leaf	F
WHHY	Core Eudicots	Caryophyllales	Nyctaginaceae	Boerhavia coccinea	mature leaf	F
MBWM	Core Eudicots	Caryophyllales	Nyctaginaceae	Boerhavia coccinea	juvenile leaf	F
HUGU	Core Eudicots	Caryophyllales	Nyctaginaceae	Boerhavia burbidgeana	mature leaf	F
GDYP	Core Eudicots	Caryophyllales	Nyctaginaceae	Boerhavia burbidgeana	juvenile leaf	F
GQAV	Core Eudicots	Caryophyllales	Nyctaginaceae	Mirabilis jalapa	juvenile leaf	F
DZRA	Core Eudicots	Caryophyllales	Nyctaginaceae	Mirabilis jalapa	mature leaf	F
RUUB	Core Eudicots	Caryophyllales	Physenaceae	Physena madagascariensis	leaves	F
BKQU	Core Eudicots	Caryophyllales	Phytolaccaceae	Phytolacca americana	leaves and young flowers	F
AZBL	Core Eudicots	Caryophyllales	 Petiveriaceae	Petiveria alliacea	young leaves	F
MRKX	Core Eudicots	Caryophyllales	Phytolaccaceae	Phytolacca bogotensis	"flowers, developing fruits, leaves, stem"	F
YNFJ	Core Eudicots	Caryophyllales	Miroteaceae	Microtea debilis	young leaves	F
SFKQ	Core Eudicots	Caryophyllales	Phytolaccaceae	Hilleria latifolia	young leaves and flower buds	F
CGGO	Core Eudicots	Caryophyllales	Plumbaginaceae	Plumbago auriculata		F
WOBD	Core Eudicots	Caryophyllales	Plumbaginaceae	Limonium spectabile		F
FYSJ	Core Eudicots	Caryophyllales	Polygonaceae	Polygonum convolvulus	young shoot	F
CZJT	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca oleracea	young shoot	F
QMUN	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca amilis	mature leaf	F
LFQH	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca amilis	juvenile leaf	F
VPCP	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca cryptopetala	mature leaf	F
TMMR	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca cryptopetala	juvenile leaf	F
CPLT	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca grandiflora	mature leaf	F
BYNZ	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca umbraticola	mature leaf	F
UQCB	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca molokiniensis	mature leaf	F
TRLB	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca oleracea	mature leaf	F
IWIS	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca pilosa	juvenile leaf	F
GCYL	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca suffrutescens	mature leaf	F
KDCH	Core Eudicots	Caryophyllales	Portulacaceae	Portulaca umbraticola	mature leaf	F
LKKX	Core Eudicots	Caryophyllales	Talinaceae	Talinum sp.	young leaves	F
GIWN	Core Eudicots	Caryophyllales	Sarcobataceae	Sarcobatus vermiculatus		F
CVDF	Core Eudicots	Caryophyllales	Simmondsiaceae	Simmondsia chinensis		F
HTDC	Core Eudicots	Caryophyllales	Tamaricaceae	Tamarix chinensis	leaves	F
STKY	Core Eudicots	Santalales	Balanophoraceae	Balanophora fungosa		F
XKPS	Core Eudicots	Santalales	Olacaceae	Ximenia americana	young leaves and shoots	F
VGVI	Core Eudicots	Santalales	Loranthaceae	Dendropemon caribaeus	seedlings / whole plant	F
RSPO	Core Eudicots	Santalales	Santalaceae	Santalum acuminatum		F
BSEY	Core Eudicots	Santalales	Santalaceae	Daenikera sp.		F
XGFU	Core Eudicots	Santalales	Santalaceae	Exocarpos cupressiformis		F
QKMG	Core Eudicots	Santalales	Viscaceae	Phoradendron serotinum	"leaves, stem, fruit"	F
DMKC	Core Eudicots	Saxifragales	Hamamelidaceae	Hamamelis virginiana	leaves	F
YHXT	Core Eudicots	Saxifragales	Hamamelidaceae	Hamamelis virginiana	leaves	F
HQRJ	Core Eudicots	Saxifragales	Hamamelidaceae	Loropetalum chinense	leaves	F
OMDH	Core Eudicots	Saxifragales	Hamamelidaceae	Loropetalum chinense	leaves	F
FWBF	Core Eudicots	Saxifragales	Alangiaceae	Alangium chinense	leaves	F
LMVB	Core Eudicots	Saxifragales	Altingiaceae	Liquidambar styraciflua	leaves	F
NUZN	Core Eudicots	Saxifragales	Cercidiphyllaceae	Cercidiphyllum japonicum	young leaves	F
ZJUL	Core Eudicots	Saxifragales	Crassulaceae	Rhodiola rosea	"flowers, stem, leaves"	F
KWGC	Core Eudicots	Saxifragales	Crassulaceae	Crassula perforata	young leaves	F
DRIL	Core Eudicots	Saxifragales	Crassulaceae	Kalanchoe crenato-diagremontiana	young leaves	F
FYTP	Core Eudicots	Saxifragales	Daphniphyllaceae	Daphniphyllum macropodum	vegetative shoot meristems	F
SYHW	Core Eudicots	Saxifragales	Grossulariaceae	Ribes aff. giraldii	leaves	F
IUSR	Core Eudicots	Saxifragales	Haloragaceae	Myriophyllum aquaticum	leaves	F
TOKV	Core Eudicots	Saxifragales	[Aphanopetalaceae]	Aphanopetalum resinosum	leaves	F
UWFU	Core Eudicots	Saxifragales	Iteaceae	Itea virginica	leaves	F
HTIP	Core Eudicots	Saxifragales	Paeoniacae	Paeonia lactiflora	flower buds	F
FCBJ	Core Eudicots	Saxifragales	Saxifragaceae	Saxifraga stolonifera	leaves	F
ERIA	Core Eudicots	Saxifragales	Saxifragaceae	Heuchera sanguinea	young leaves	F
CIAC	Core Eudicots	Saxifragales	Saxifragaceae	Bergenia sp.	young leaves	F
UHBY	Core Eudicots	Saxifragales	Saxifragaceae	Oresitrophe rupifraga	young leaves	F
DAYQ	Core Eudicots	Saxifragales	Saxifragaceae	Mitella pentandra		F
OOVX	Core Eudicots	Saxifragales	Saxifragaceae	Boykinia jamesii	young leaves	F
CKKR	Core Eudicots	Saxifragales	Saxifragaceae	Astilbe chinensis	young leaves	F
SLOI	Core Eudicots	Saxifragales	Saxifragaceae	Tiarella polyphylla	young leaves	F
YKFU	Core Eudicots	Saxifragales	Saxifragaceae	Peltoboykinia watanabei	young leaves	F
CTSS	Core Eudicots	Saxifragales	Saxifragaceae	Tellima breviflora	young leaves	F
BGZG	Core Eudicots/Rosids	Vitales	Vitaceae	Cissus quadrangularis	leaves	F
SZPD	Core Eudicots/Rosids	Vitales	Vitaceae	Tetrastigma voinierianum	young leaves	F
BBBA	Core Eudicots/Rosids	Vitales	Vitaceae	Tetrastigma obtectum	leaves	F
VYGG	Core Eudicots/Rosids	Crossosomatales	Stachyuraceae	Stachyurus praecox	young leaves	F
PTLU	Core Eudicots/Rosids	Crossosomatales	Staphyleaceae	Staphylea trifolia	vegetative shoots	F
VKGP	Core Eudicots/Rosids	Geraniales	Geraniaceae	Geranium carolinianum	young leaves and some flower buds	F
YGCX	Core Eudicots/Rosids	Geraniales	Geraniaceae	Geranium maculatum		F
HDWF	Core Eudicots/Rosids	Geraniales	Melianthaceae	Francoa appendiculata	leaves	F
FONV	Core Eudicots/Rosids	Geraniales	Melianthaceae	Greyia sutherlandii	leaves	F
AJJE	Core Eudicots/Rosids	Myrtales	Combretaceae	Terminalia neotaliala	leaves	F
NIJU	Core Eudicots/Rosids	Myrtales	Heteropyxidaceae	Heteropyxis natalensis	leaves	F
RJNQ	Core Eudicots/Rosids	Myrtales	Lythraceae	Lagerstroemia indica	young leaves	F
JROW	Core Eudicots/Rosids	Myrtales	Lythraceae	Punica granatum	young leaves	F
QEBC	Core Eudicots/Rosids	Myrtales	Lythraceae	Punica granatum	young leaves	F
YMUO	Core Eudicots/Rosids	Myrtales	Lythraceae	Punica granatum	developing seeds	F
VUGF	Core Eudicots/Rosids	Myrtales	Lythraceae	Punica granatum	developing seeds	F
SWGX	Core Eudicots/Rosids	Myrtales	Melastomataceae	Tetrazygia bicolor	leaves	F
WWQZ	Core Eudicots/Rosids	Myrtales	Melastomataceae	Medinilla magnifica	young leaves	F
FGDU	Core Eudicots/Rosids	Myrtales	Myrtaceae	Syzygium paniculatum	leaves and flower buds	F
NEBM	Core Eudicots/Rosids	Myrtales	Myrtaceae	Syzygium micranthum		F
AYMT	Core Eudicots/Rosids	Myrtales	Myrtaceae	Eucalyptus leucoxylon		F
JLLY	Core Eudicots/Rosids	Myrtales	Myrtaceae	Melaleuca quinquenervia	young leaves	F
FEDW	Core Eudicots/Rosids	Myrtales	Onagraceae	Chamerion angustifolium	"leaf, stem, flowers"	F
DSVQ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera biennis	young true leaves from seedlings	F
EXGW	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera biennis	young true leaves from seedlings	F
FDBS	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera biennis	young true leaves from seedlings	F
MLUJ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera biennis	young true leaves from seedlings	F
DWAP	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera biennis	young true leaves from seedlings	F
REZJ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandiflora	young true leaves from seedlings	F
MJHP	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandiflora	young true leaves from seedlings	F
GZUR	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandiflora	young true leaves from seedlings	F
EBPG	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandiflora	young true leaves from seedlings	F
HOOU	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandiflora	young true leaves from seedlings	F
SEMK	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandis	young true leaves from seedlings	F
ICUS	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera laciniata	young true leaves from seedlings	F
FXJC	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera rosea	young true leaves from seedlings	F
NQWS	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera filiformis	young true leaves from seedlings	F
TGOP	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera gaura	young true leaves from seedlings	F
GVCB	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera affinis	young true leaves from seedlings	F
HKMQ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera villaricae	young true leaves from seedlings	F
KBRW	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera clelandii	young true leaves from seedlings	F
JKNQ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera suffulta suffulta	young true leaves from seedlings	F
ECSL	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera filiformis	young true leaves from seedlings	F
LACT	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera gaura	young true leaves from seedlings	F
LHDP	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera gaura	young true leaves from seedlings	F
IIFB	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera gaura	young true leaves from seedlings	F
JYOB	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera filiformis	young true leaves from seedlings	F
IDAU	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera elata hookeri	young true leaves from seedlings	F
XSNO	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera rosea	expanding 4th true leaf from seedling	F
YHLF	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera rhombipetala	expanding 4th true leaf from seedling	F
DZLN	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera picensis	expanding 4th true leaf from seedling	F
CJGZ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera nana	expanding 4th true leaf from seedling	F
HPNZ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera longituba	expanding 4th true leaf from seedling	F
DIBI	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera laciniata	expanding 4th true leaf from seedling	F
AQXA	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera laciniata	expanding 4th true leaf from seedling	F
QBRF	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera laciniata	expanding 4th true leaf from seedling	F
ONZG	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera laciniata	expanding 4th true leaf from seedling	F
EWHG	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandis	expanding 4th true leaf from seedling	F
TAHF	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandis	expanding 4th true leaf from seedling	F
WPUV	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandis	expanding 4th true leaf from seedling	F
CHTD	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera grandis	expanding 4th true leaf from seedling	F
EQYT	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera berlandieri	expanding young leaf	F
JMJV	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera gaura	expanding 4th true leaf from seedling	F
YIVZ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera rosea	expanding 4th true leaf from seedling	F
KFAL	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera rosea	expanding 4th true leaf from seedling	F
SJAN	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera serrulata	expanding 4th true leaf from seedling	F
RLZU	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera speciosa	expanding 4th true leaf from seedling	F
UASK	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera speciosa	expanding 4th true leaf from seedling	F
XZPP	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera speciosa	expanding 4th true leaf from seedling	F
XZAQ	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera speciosa	expanding 4th true leaf from seedling	F
GBGW	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera speciosa	expanding 4th true leaf from seedling	F
AJBK	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera elata	4th true leaf	F
ROLB	Core Eudicots/Rosids	Myrtales	Onagraceae	Oenothera elata	pool of multiple tissues	F
UDUT	Core Eudicots/Rosids	Zygophyllales	Zygophyllaceae	Larrea tridentata	woody seedling including leaves and root	F
